"SYMBOL" "CA81406_BC.11_" "CA81425_.6_XXX" "CA81425_BC.12_" "CA81425_BC.17_" "CA81425_XXXXX" "CA81426_.7_XXX" "CA81426_BC.13_" "CA81426_BC.18_" "CA81426_XXXXX" "CA81426_XXXXX" "CA81428_.8_XXX" "CA81428_BC.1_P" "CA81428_BC.14_" "CA81428_XXXXX" "CA81429_.9_XXX" "CA81429_BC.15_" "CA81429_BC.20_" "CA81429_BC.3_X" "CA81429_XXXXX" "CA81435_BC.16_" "CA81436_BC.21_" "CA81436_XXXXX" "CA81437_XXXXX" "CA81438_BC.23_" "CA81438_XXXXX" "CA81438_XXXXX" "CA81439_BC.22_" "CA81439_XXXXX" "CA81439_XXXX" "CA81440_XXXXX" "CA81637_XXXXX" "CA81637_XXXX" "CA81641_SSo8_f" "CA81647_SSu8_f" "CA81649_ST16_f" "CA81665_SSu16_" "CA81667_XXXXX" "CA81668_SSo16_" "CA81669_SSo16."
"HIF1AN" 1209.72418553222 1266.96443725224 1380.17656201757 1368.32556279892 1180.52970333515 1119.08951979378 2431.32697542664 2061.39220740919 1280.68702730885 3610.67892935203 1292.11026070941 1202.58877966414 1563.07534705071 1976.59387924301 1179.10170309456 1697.64632089258 1672.83012788823 1150.18787773574 1592.74391824892 1196.72921913702 1327.85624856186 1624.06486696485 1486.3226992459 1825.60600119442 2669.12798844745 1324.36895883052 1466.51609154537 1043.29697005413 1659.7595465063 1141.47544957537 1379.04897331235 1381.51811209048 1242.42251435359 1142.35712197489 1761.18443682212 787.044781905394 1092.27023869653 1090.47293578461 902.362390832947
"HIPK2" 1401.19903686284 1701.92893076433 2283.61551218351 2275.6782586251 1498.26033919152 1398.68143409509 1692.39797783874 1471.65251840491 1643.99006219086 2419.92005954078 1420.45421246089 1251.69649100568 1656.64571908133 2087.57113816027 1581.55491740491 1841.21503123306 2017.13534399433 1497.60671940526 2012.57088256682 1888.6878032355 1725.899600568 1539.4546085208 1495.60383373324 1865.59799193592 2726.07264387799 1401.19903686284 1448.05036124195 1201.77864237415 1216.18619411767 1287.09777738653 1317.71522475742 1501.27881899639 785.669890737533 1231.05278822018 2076.21646626654 1551.41154271018 1612.84126208196 1438.64855054405 1067.6926979887
"HIPK3" 1274.69919343232 1618.23586696079 1719.41377866984 1694.44086233443 1217.50337402917 1474.10254055753 1797.78596149213 1517.71638587147 1323.69136691445 2027.00414594648 1768.12043386833 1750.25150667238 1900.89848331095 2078.03829258903 1497.26239296262 1526.00589764173 1764.18519029114 1452.60907012117 1565.80369317354 1261.36535900295 1243.7825578733 1570.88385886701 1425.28623138474 2011.61919197479 2264.60652280056 1105.50517749935 1411.89627746031 1170.82246157384 1053.74605152097 1386.36780930968 1380.17656201757 1346.693659683 1168.63603390252 1192.0860461469 1959.60442223864 1192.0860461469 1157.13778400058 1197.08886110017 1362.25701056965
"HIST1H1A" 2027.00414594648 2452.44774428756 3201.04349953942 2726.07264387799 2986.40725935115 2576.37674044247 2398.81024494023 2865.59821692404 3165.18456041418 2649.14783806036 2217.87946649579 2090.44420047714 2465.13763299947 2208.71381797138 2032.43644210649 1920.40677056484 1419.48794851411 2303.55250817445 1526.46619778692 2235.34419776832 2352.35752822651 2634.96571819611 2832.9318653026 1542.40743002696 1366.60974104492 2708.07982173641 2708.07982173641 2986.40725935115 3245.71640980623 2410.88559232966 2697.28722413982 2945.70307098117 2799.56678621515 2578.5590635395 1404.99255379521 2246.89843676781 2215.55529786838 2179.0316453591 2213.0928356387
"HIST1H1B" 1968.55983461321 2503.49196876748 2307.95872250448 2416.81448870537 2201.69533543063 2503.49196876748 2467.08382034794 2587.32114319609 2074.05935626277 2324.20585311094 2620.37385769238 2676.47043707858 1878.23872128591 1987.12349352047 2690.8701673926 3153.78677643348 1514.44393654399 2949.05158200794 1404.70377130959 2389.76385917069 3668.4719135058 2592.9475460165 2447.56693255549 1522.07537183191 1585.45861972948 2565.78655603926 2843.54465716654 3082.86694349911 2261.17958386166 2372.14402281861 2313.04895236333 2561.94461981467 2241.8409299136 3153.78677643348 1972.01609809182 3205.71161662256 2903.46471053724 3217.9333511573 2934.2493492067
"HIST1H1C" 2708.07982173641 3043.30887067076 3212.14712241764 3139.00995796117 2186.8425058713 2934.2493492067 3099.61894824391 3344.75367032859 2265.91620186818 4129.77017962035 2807.78499322382 2602.31142050521 2671.86644333188 2639.84466446912 2609.83498932914 2843.54465716654 1679.39305399409 2591.01405289485 1545.18381509197 3029.81856296034 2975.34084775019 9657.49368587389 2906.43195716462 1697.1991480253 1533.49681804667 3109.22026165147 2599.89294971593 4558.74207665219 2630.32980134676 3325.37227876047 2739.82273485899 3109.22026165147 2095.65939873361 3176.20566407428 2144.3129413066 2924.38661121783 2883.63176926135 3133.77292860817 3000.43494775449
"HIST1H1D" 1510.64480316155 1910.28125570108 2408.08018690234 2433.27225612298 1416.94852185716 1791.34216813253 1930.58595338642 2090.44420047714 1749.83575091616 2873.81539653985 1931.75680600952 1761.66424235354 1977.26101713142 2088.31927505407 1861.29909963959 1691.0088740707 1404.11960939951 1817.40463929431 1203.20414451547 1999.71987991153 1738.14553602751 1431.57468734593 1879.34111587091 1401.19903686284 1476.13107402998 2080.20420901142 2702.96746160151 2276.59205827446 1669.03880150394 1968.55983461321 1941.75257766211 2096.48410230812 1996.13416654272 1748.01319330259 1483.44865417334 1827.30376369247 1679.04890887011 1551.41154271018 1857.51838342794
"HIST1H1E" 2692.99390906418 3245.71640980623 2742.67610681623 2906.43195716462 2975.34084775019 3310.28956129313 2382.4029569132 3277.15388105315 2715.83864186638 2836.06587326284 3571.95800934123 3370.65677289694 3066.71883591734 3788.10424030654 3331.62142269739 3043.30887067076 2187.98997295338 3590.52233543363 2009.28792467335 3610.67892935203 3618.48581108588 927.055216389682 3921.69852988645 1871.78903140686 1544.53801166317 3317.03644199803 2681.57023669868 5468.80359133711 3361.43991846128 3082.86694349911 4028.61297373575 4718.10134599937 4653.65153113947 5503.2957614844 4285.19425924436 5049.70027031994 4043.99586518062 5173.64712082504 6163.83000342363
"HIST1H1T" 2612.16704501121 2361.64151690509 2930.55159566821 2737.31861424331 1767.12044019241 2516.30437248508 3017.46971898447 2982.8860292502 2032.43644210649 3571.95800934123 2370.36463478887 2155.09471920033 2699.56515482113 2503.49196876748 2258.25828506211 2159.16575893412 1868.3554424655 2377.54295279322 2008.5087780313 2656.14451055848 2305.80751739206 2490.69702951732 2521.22268037821 1549.3561616013 1551.41154271018 3000.43494775449 2164.74950434695 3668.4719135058 2695.06714602497 3029.81856296034 2840.2370681511 2934.2493492067 2710.72335882992 2930.55159566821 1648.06716712438 2705.45799585417 2594.86344901844 2531.63844028398 2628.29013237536
"HIST1H3A" 850.544923995236 1903.7668780221 2314.67748773866 1890.37390339694 1608.15728365878 1634.38221881962 1497.60671940526 1287.70973581372 1702.43886937521 1446.49775798425 1145.12354433707 875.466383571127 1244.45001239956 1133.93078659318 1550.69479526843 1910.81874012592 1849.8248935521 1509.59615207876 1651.11701660248 636.879501349676 1082.17136946811 1628.09483762531 1619.62104481109 1910.81874012592 2294.49806499217 859.066554146126 1324.72558568736 1054.87626933548 1331.07385174476 845.553036010951 1438.17288705182 1448.65657067392 1749.83575091616 1304.41734528022 1768.97276016369 1055.51519173536 1142.68133354808 1235.58969688005 1314.18944584016
"HIST1H3B" 1614.18344801602 2348.60817894673 2710.72335882992 2810.74157164381 2101.53441647092 2234.16328564546 2858.03804613901 2455.27903759241 2168.2358893827 3212.14712241764 2788.84644454705 2659.08000394472 2536.68401856733 3251.14005896305 2997.57795409511 2829.65015512172 2988.87085045545 3193.94892458089 2683.89255509856 1774.05448152519 2142.44270396597 1560.23182380946 2516.30437248508 2168.2358893827 3230.78715869574 2068.93838202752 1442.9555861063 1551.41154271018 1819.81742974931 2273.60534892083 2012.57088256682 2170.06674576126 2409.55425116955 2470.2422961366 2383.92858859563 2786.66440518525 2404.64445237837 2690.8701673926 2267.10121989339
"HIST1H3C" 1023.67944115838 1519.87409112667 1786.27171032747 1544.8675881129 1541.58864108652 1234.94318237818 1522.07537183191 1387.09733418691 1260.95417877709 1876.11710031347 987.159204739732 872.02236123434 1057.05218928231 1092.27023869653 1289.7583919917 1444.16727661419 1283.44801330909 1400.93759118582 1200.7242386323 1013.35995885429 1238.57230693049 1168.21018830895 1190.42938221812 1828.59858155888 2070.83085598709 1054.26450810131 1301.68427726331 1015.58656595397 1025.32421950832 856.117954223774 1146.72476886872 1242.74463182672 1285.15077377544 1079.16627845108 1307.71214631706 1012.313183925 1002.66935712237 1075.34491742174 1100.70417014447
"HIST1H3D" 1793.36699271354 1496.85652252251 1353.10068677159 1751.24670500428 1023.11087898748 1241.24549381524 986.638087816029 1350.75930923019 1034.79873699868 1252.04646482541 2088.31927505407 2096.48410230812 2000.30737307363 1950.30802643128 1854.72109438715 1517.71638587147 1659.23537285044 1895.69181508498 1886.72685292817 1781.9233943744 1213.38683472648 769.722494998462 1131.80690806162 2597.69370023705 1999.18798589735 1207.29223753789 1283.995192069 1487.16186962001 1141.47544957537 2129.23939520281 1614.18344801602 1361.28333047071 1968.55983461321 1987.12349352047 1907.98955976132 1720.37197365875 1722.04474360772 1385.08280749157 1475.54039357265
"HIST1H3E" 1579.64402683544 1270.56643646564 1149.81569154718 1400.93759118582 1034.79873699868 1124.90639986632 1035.72886974923 1248.65393514118 930.197354493145 1236.67627042691 1802.1629447095 1816.26582929285 1601.00056238663 1673.64060648594 1796.27023870436 1642.65648993666 1604.10265973871 1804.87424997732 1820.34259639713 2106.30560406127 1086.78674260019 974.690279016156 1053.37409532841 2235.34419776832 1928.12104645747 1545.60279392745 1238.95451202617 1575.45961242213 842.171295730737 1875.51749769918 1349.33195512581 1050.51473912552 1545.60279392745 1807.92946929575 1893.39103963633 1991.57719406421 1343.75084734293 1129.57078552533 1523.97795553571
"HIST1H3F" 1310.92125222973 1499.60567240458 1346.07219880247 1783.60465366081 1363.35396229992 1383.38450928254 1233.6949137531 1400.55295148581 1469.40370943001 1689.43834530804 1846.13455203202 1840.65779173201 1700.530074546 1705.95343139899 1951.37560980395 1595.72252285834 1870.38834428433 1852.14977359622 1786.27171032747 1873.53809978511 1306.98089232829 980.313409429877 1468.69140311452 1972.01609809182 1962.40560384433 1460.66462640766 1237.44383618323 1213.72388690183 1263.46081216329 1732.48062108462 1381.51811209048 1587.76149496018 1746.53061966413 1309.86594689875 1547.5823547427 1699.15065594018 1541.58864108652 1488.23675415576 1389.34746813827
"HIST1H3G" 2344.90467421727 1826.61171497722 2343.54114027271 2349.91166423326 1676.40054879213 2009.28792467335 2208.71381797138 1956.20168492816 1715.14078936662 1867.84189401223 2150.07982496904 2144.3129413066 2429.71606310989 2125.93045677296 2158.39529354739 2419.92005954078 2299.90806695928 2051.96970191948 2279.75245543521 2490.69702951732 1895.07997613997 2941.42599716958 1753.68368224934 2394.6842219795 2125.00721635057 2786.66440518525 1127.86980581355 1912.58262104277 2051.0135584612 2528.5286084217 2043.23549536087 1765.65738846575 1961.14934976017 2291.88474647539 2111.85865634334 2449.01325852588 1990.16246345476 1999.18798589735 2265.91620186818
"HIST1H3H" 981.520439937407 1803.78242334757 2550.42976428871 2499.32745710507 1691.41378482901 1897.35773744251 1929.42773004092 1816.77985241051 2027.5946899188 2607.74391130413 1523.97795553571 1428.29907402935 1648.90847325026 1779.51579065522 1798.21901253646 1826.16878578759 2314.67748773866 1610.1453961957 2159.16575893412 1344.14856113351 2053.30956703199 1533.1152917505 1953.29410037785 2009.28792467335 2506.92535946567 1475.54039357265 1191.30586830729 1122.536281058 2076.21646626654 1258.38421149736 1623.69880519824 1640.866059236 1703.26923514764 1496.85652252251 1514.82346081557 1417.27801427897 1420.10894591338 1354.67306371055 1340.65788199323
"HIST1H3I" 1376.9357013041 1464.42920642266 1483.84337009989 1634.86256858868 1499.90353447122 1158.86632729481 1269.30306417075 1219.2837452818 1400.55295148581 1369.74077415947 1276.1943659205 1229.33938913914 1371.14847648603 1308.40391080755 1443.79559017317 1539.4546085208 1512.39594074111 1353.73326997574 1511.12518371064 1360.25207224304 1453.26585663586 1076.10733247515 1091.82125322159 1990.16246345476 1919.23877297788 1127.4710943379 1101.26193820677 1778.94961762303 896.781459988463 2113.19241939435 1267.95435719065 1117.67714368289 664.938138756844 1389.66002046265 1484.47262432377 1654.36199933858 1194.71385754127 1098.58792599774 1039.25923990217
"HIST1H3J" 984.136032581589 918.935345719646 1272.83517699359 1591.25115849458 788.590313723685 739.5747426403 1977.26101713142 1637.5707644862 606.054966111587 1870.38834428433 1064.26531414755 1085.56537449993 1154.1247660921 1183.90531041586 1269.30306417075 1112.43943472105 1395.99876293814 1002.23172445137 1282.8159867447 1499.90353447122 921.560880323135 847.024043822527 879.223466127153 1774.71796447065 2041.75557478273 980.313409429877 1228.31293953886 1047.01561437209 828.697855570073 1074.85894868019 970.176122720313 973.224339012535 658.613902960754 589.114163966344 1345.43788911839 824.374385689675 610.386028886184 525.268860839573 766.62843262876
"HIST2H3C" 1515.87525708976 2602.31142050521 5269.59705975211 4264.98385115032 2620.37385769238 2820.88922739513 4195.53201517564 3099.61894824391 3129.42526676071 7057.93520355217 2262.39184397088 1996.93262933818 3392.48381996492 4043.99586518062 2673.94784442781 4089.25126536397 4326.78663806177 2250.3665138498 4694.72908923599 1813.67419560609 4059.71732725833 3891.41938180447 2934.2493492067 2883.63176926135 15313.2713773723 2404.64445237837 1224.43799336203 1741.59160967735 3091.27082446852 2070.83085598709 2291.88474647539 2605.36674863737 3751.95646107098 2366.49772154163 1729.26078554283 2356.41823155458 2155.09471920033 2213.0928356387 1769.69906239355
"HIST3H3" 2211.8968090708 3284.54045633036 2795.61352651443 2597.69370023705 2540.41605376133 3205.71161662256 2965.75832791209 2460.63883765678 2632.26928820992 2734.68169540144 2659.08000394472 2475.12499903205 2239.1519663602 2437.27416528112 3277.15388105315 2767.20150824994 3377.88606272246 3442.09666882733 2628.29013237536 2258.25828506211 3737.79142718643 6654.74427824808 2997.57795409511 3120.2618349095 2344.90467421727 1845.13331224709 1170.82246157384 1674.16304467914 3010.06838100335 2005.608118226 2472.1203795174 2614.4504490238 2236.36074730233 3580.8718077653 2854.21019312238 3677.69633517658 3571.95800934123 3836.66136805336 3201.04349953942
"HKDC1" 1931.18277476811 1538.12870452788 2209.68614526699 2038.11832502035 2040.23208643554 2011.61919197479 1967.30299960808 1917.19527969498 1989.507722829 2054.09098491731 1843.32927069716 1558.92651882587 1782.47436465918 1928.64001606937 1426.8996778255 1330.00641955584 1165.07025063265 1604.38877751377 1156.49585452582 1980.33611277952 1781.9233943744 5173.64712082504 2317.94337140943 1483.84337009989 1412.94514436995 2247.98538654032 2082.07432225608 2739.82273485899 2177.11208178628 2356.41823155458 2653.24960481259 2340.42091821097 2525.20968102798 2173.11824793448 1492.70701368478 1935.65593038372 2051.0135584612 2034.46240644072 2075.5587247155
"HLA-B" 473.421041503057 925.553674530112 1127.12996787889 862.781503910678 965.609294333013 1075.73043394082 585.930549819051 891.682668643195 726.96779275706 971.876955987706 504.432731608957 600.624657958878 585.930549819051 630.204625132169 730.622779396263 725.318164298203 952.889897086409 773.527427176725 942.47119633394 738.026683894501 784.538612739946 832.271194392933 959.705865779277 787.044781905394 1026.38242751596 936.779963805656 1890.37390339694 1539.76153934444 1099.60480173794 920.778743169505 1125.30361887902 1176.19994745789 1469.02478665773 913.443537058625 570.245351209091 780.67328678193 636.879501349676 785.669890737533 842.171295730737
"HLA-C" 1907.55727856333 1822.01258914658 1775.7863057739 2019.21789688931 1096.6147064423 2533.13013062928 1348.34347769361 2054.86042399335 1588.22530178354 2353.78192089197 1290.2649303578 1167.4545282604 1557.08178693216 1653.32834164305 949.593808144222 927.877901159247 1085.20232490588 1780.62813029274 987.159204739732 2265.91620186818 1341.30959863088 1116.84435328718 1359.32330688608 1133.93078659318 1287.09777738653 1874.22993061907 2170.97298264405 1689.77266447508 1856.40623685344 1617.29999898589 2132.05321915796 2756.00828729387 1273.77801201357 787.044781905394 868.42448791286 482.18770632951 473.421041503057 336.04483820814 634.693366081908
"HLA-DMA" 8878.61040488942 7691.63315212537 4963.41838925532 6491.39602133268 6853.64855341271 7112.87571856216 5975.33244798801 6342.84576840886 6112.3633022643 3245.71640980623 8314.39196243855 7283.10763670989 6112.3633022643 6009.24472457327 9073.73700173833 8215.74945067183 8115.82095509499 8115.82095509499 6853.64855341271 7423.17177925747 7615.80365682453 1688.46959311749 8759.26974797116 9073.73700173833 2329.51331264946 6163.83000342363 1415.90979240239 8115.82095509499 8215.74945067183 8623.06579400443 8759.26974797116 8759.26974797116 9197.1439168632 9073.73700173833 8314.39196243855 8623.06579400443 8623.06579400443 7423.17177925747 8759.26974797116
"HLA-DMB" 1043.29697005413 2059.66771816588 1679.85784636179 1574.63976533307 1738.14553602751 1597.53194340337 1151.24609721535 1112.43943472105 1443.26753315339 1320.90350661579 1581.55491740491 1341.30959863088 1533.1152917505 1513.72096242945 1562.75722488827 1703.26923514764 1533.49681804667 1556.66862358013 1525.16562717534 1130.308643004 1335.88866896422 1852.14977359622 1327.85624856186 2003.99144423759 1945.75866572104 272.953511098095 973.224339012535 1104.09751221888 1045.95845487134 1160.74340760117 1250.71974967043 1151.24609721535 1644.48045293896 1313.81146370106 1253.03134446816 1093.51828464187 1108.04952621623 1081.00487566112 1546.37475331265
"HLA-DOA" 1543.18316022756 2155.09471920033 2478.16203736574 2123.4778396401 1557.95643133861 1920.40677056484 1933.1956175554 1936.93753483674 1673.14885320666 1831.84550292455 2045.00836851327 1923.81368019996 2044.26251981182 2079.45302198173 1796.76577389215 1714.3531923576 1781.27107862374 1546.83345064127 1666.36164880467 1278.09819984142 1883.61210756125 1321.18690183756 1652.20480045913 2208.71381797138 2102.36447489542 1278.83473503325 1110.46903409688 1291.55596328824 1525.16562717534 1855.32026048642 1337.88576627893 1423.37420436564 1712.17411522304 2001.13344397531 1390.22440122792 1691.94489076818 1776.22087147701 1866.77235877333 1494.98752630939
"HLA-DOB" 1402.04537201801 1402.35782324262 1562.3160686718 1793.94222077873 1189.78051172337 1191.30586830729 1212.7513024083 1017.86254127194 1279.98068590245 1224.82561262388 1362.87287350533 1326.39197576978 1288.70497233098 1212.42339630741 1263.84032464751 1328.11753495297 1178.7988767556 1126.7512856701 1186.3248811834 1457.96418116165 1217.87256125265 1132.26179656539 1283.44801330909 1793.94222077873 2036.61271625567 899.057441823503 1128.81921947864 1156.01753854306 1097.76604803117 1204.79570275601 1196.72921913702 1153.10303790952 1107.18075619468 1356.24436291693 1312.71270360767 1721.56813472963 1358.10104512567 1308.80175544256 1284.74264570928
"HLA-DPA1" 1120.80275341393 1230.7115643176 1671.67550529126 1655.71376877067 1451.94004842683 1264.16167540861 1667.15375945349 1249.71251353032 1781.27107862374 1634.38221881962 1570.47358474131 1677.80254916496 1881.78638529499 1775.26963179604 1253.03134446816 1501.97953909447 1361.00160313567 1277.47818866524 1331.07385174476 1137.08577866623 1637.5707644862 1819.26523406644 1514.05831777804 1831.84550292455 2275.6782586251 848.307405502898 1012.72463940316 982.826742875378 1702.84960345438 1198.83472539038 1450.1758340291 1500.61224026325 1437.85278879959 1161.18267373357 1380.17656201757 964.060623817403 1245.23637464764 1051.46330302306 1312.061513525
"HLA-DPB1" 705.832072067148 1653.94487933882 1407.78404853549 1363.68325451813 1257.47174410938 1403.8073931172 1091.37693520309 1170.10108718184 1225.24651647039 1104.09751221888 1289.96665704902 1437.1779713946 1001.72130378574 641.140803538384 1081.00487566112 933.888570164956 955.277911886216 1398.68143409509 863.672828265044 857.004463501829 1633.24046209334 2150.07982496904 1109.41818360461 1054.87626933548 754.343180586792 1319.27129189378 1970.68894939433 1804.87424997732 1386.36780930968 1354.9684348182 1275.03584076157 1217.50337402917 1590.02149889929 1511.9409144356 549.684067447077 958.397865983117 1295.18626867748 1562.75722488827 1779.51579065522
"HLA-DPB2" 1902.27840727368 1480.5956928375 1470.98693727794 1373.9917772707 1298.16502170699 1529.97861527299 1493.08677942701 1559.27987889088 1468.00887036659 1209.17000563743 1337.88576627893 1293.64210846947 1325.59861283309 1274.10572633228 1168.21018830895 1050.89992763509 1006.08482606674 1182.56908111162 979.784473931532 1719.83605630808 1400.22116701695 1861.29909963959 1579.2814530507 1392.25664851833 1277.19944755943 2093.66283237197 1947.51277827331 3331.62142269739 1376.9357013041 1952.71437572685 1873.11818202775 1980.9631397282 1876.11710031347 1841.21503123306 1116.39205962588 1888.12359504667 1742.35698970023 1782.47436465918 1851.03082400855
"HLA-DQA1" 1505.38073276543 1395.99876293814 1341.65310997105 1239.44255272346 1093.51828464187 1039.87666728756 1027.02247564359 795.220388454474 1317.71522475742 915.145285590851 1314.89151113377 1469.02478665773 1359.03077207947 1437.85278879959 1213.38683472648 1215.32458800472 1220.0095558125 1038.70020806695 1269.30306417075 1349.33195512581 1076.59068068965 926.262634431361 989.575806571746 1688.00837640212 1899.79341606277 861.829221128245 1098.58792599774 1098.58792599774 726.96779275706 1170.47385497344 968.789181213424 984.749324470921 1045.40314653615 916.726347141684 1325.01034958019 1346.693659683 1233.00088687864 1028.48641256797 1425.62588780747
"HLA-DQA2" 1507.41631703997 1788.47512210192 1656.06794187868 1520.77932790156 1748.96076682306 1736.53727175553 1565.80369317354 1153.10303790952 2155.09471920033 1413.37258859631 1832.45405870163 1974.7214988984 1590.85790360016 1814.804221765 1810.32724817275 1707.41327050346 1819.26523406644 1839.22221678623 1686.9979125422 1165.07025063265 1515.24376097561 1946.33713669989 1610.95323567129 1847.3894739739 2297.22512518791 1126.7512856701 1150.48976577044 1267.28608336851 1587.76149496018 1274.10572633228 1351.80348778993 1391.89735635643 1158.01553148766 1392.5989402285 1422.19074802191 1400.55295148581 1645.20922808109 1501.97953909447 1293.64210846947
"HLA-DQB1" 1433.48049597179 1704.79616168199 1757.25158826925 1543.47381281138 1399.42227006716 1555.68284668547 1245.57108240102 1172.00934824685 2018.60775631493 1007.85060380981 2080.83992179653 2154.11787384378 2261.17958386166 2141.51068184783 1747.12929228692 1650.69457427248 1739.05090329749 1699.15065594018 1645.58630175773 1298.56394921204 1241.24549381524 2177.11208178628 1752.71660325766 2086.11574162007 2155.09471920033 705.832072067148 931.597450803778 1259.44306268878 1374.77718516337 1529.26881806344 1289.7583919917 1402.04537201801 1481.40556340336 1615.41095366615 1251.38815978095 1342.04913070337 1544.15807251203 1680.32592437398 1490.45965647419
"HLA-DQB2" 1657.74291609071 1363.16788310749 1061.12723395413 1460.04246061908 1579.64402683544 1248.65393514118 1142.35712197489 1205.10208267131 1742.71142132255 1108.88303968208 1590.45859850226 1799.87222097738 1405.74755187655 1393.80956630784 1471.29021383693 1218.13111887383 1205.50957884683 1693.89221922753 1128.81921947864 1520.38604797576 1248.65393514118 2114.92216863492 2113.19241939435 1197.75954832492 1404.99255379521 2075.5587247155 1906.4051942835 1732.48062108462 1474.10254055753 1720.37197365875 2156.05542507598 2301.11112323084 1336.48565828976 1340.65788199323 1034.79873699868 1059.62265530968 1286.1092352017 1308.08587200227 1552.15116664773
"HLA-DRA" 2019.21789688931 1476.80547340704 1582.80307209936 1129.1648581409 1784.62001863996 1515.87525708976 1346.07219880247 1240.72140919957 1999.71987991153 1128.36372957116 1621.97945075841 2021.47250628404 1403.27142136814 1347.42039983598 1737.78230279822 1668.15937819573 1234.94318237818 2026.09680828391 1301.68427726331 1697.64632089258 1660.3667060194 1539.05385429174 1508.58340599868 2179.0316453591 2003.99144423759 1302.76804454685 788.590313723685 1376.66166611301 1610.1453961957 1803.78242334757 1997.62432415684 1486.76852631392 1371.14847648603 1781.27107862374 1147.90505092779 1503.34127131648 1718.52767811468 1885.49609478779 1566.59102609237
"HLA-DRB1" 1179.92407101736 905.822968790146 777.897102273235 371.899454846239 1581.92993428356 1087.2401672621 932.324793416739 473.421041503057 1305.45508511115 959.705865779277 1340.92710966369 1466.8565461316 1392.5989402285 1402.35782324262 1336.48565828976 1331.29423874454 1284.74264570928 1536.28876165428 1255.64856410189 143.956300712021 1012.72463940316 449.261738545732 795.220388454474 1703.76698447446 1964.92738853021 882.127392020257 1217.13341646654 610.386028886184 1581.92993428356 521.062091176312 791.171354868564 785.669890737533 1421.82632553762 1060.74589355615 1634.05931272686 1077.17419807817 1038.18948381924 1187.85062030198 1299.54904241151
"HLA-DRB3" 1038.18948381924 796.454414066698 690.900431779194 424.614104070444 1042.66888552981 1228.63066371734 1214.82954704556 793.61355639696 1571.64955997174 1019.79857056644 1241.24549381524 1196.72921913702 1497.60671940526 1376.06666618868 1180.52970333515 1451.94004842683 1191.30586830729 1081.77867987356 1190.42938221812 307.523595942532 1047.54408342474 1696.23897625822 903.829345351539 1600.66706410872 1883.61210756125 869.195056584822 1269.30306417075 594.205739924341 1186.62012939116 405.162476448857 859.066554146126 885.273594385681 1431.57468734593 831.384187798659 1912.13383365234 1210.80570483251 1038.70020806695 1126.7512856701 1241.48611735497
"HLA-DRB4" 1347.06099784894 1026.38242751596 1448.29629364861 1254.60413037337 1330.63691403628 1462.5161415395 1323.69136691445 1223.97449899517 1646.62534061745 1383.69439000061 1496.85652252251 1432.75329692386 1824.3802283297 1917.19527969498 1393.80956630784 1713.79350164269 1727.10115819187 1208.66569208267 1612.84126208196 814.885707040846 1876.56790931599 1648.59565956065 1134.79938766426 1777.31130876682 2010.63941169477 1254.60413037337 1333.31959637676 1019.12449794058 1417.89157107727 1286.4147867429 969.520786335359 1007.4283313978 1461.28973723955 1297.38092613402 2091.28186449286 1169.37127770569 1300.92497399991 1353.73326997574 1071.72486706026
"HLA-DRB5" 1271.85290361961 603.368233758357 1613.20795824598 1346.693659683 1280.68702730885 987.159204739732 1790.81590880538 1768.97276016369 1322.65655889135 2038.11832502035 1461.28973723955 1672.83012788823 1798.82068764986 1820.34259639713 1041.50656291082 1198.09299017984 1540.10006678775 862.781503910678 1449.11838188904 937.624839331235 1287.70973581372 1335.17459416753 937.624839331235 1624.81877328675 1953.29410037785 1563.07534705071 1407.78404853549 533.172550195389 1682.68237738473 1210.37968920886 964.794574645091 927.055216389682 1041.50656291082 860.93746900639 2014.7961334929 760.47610339498 1138.77047826876 961.233014198662 660.561672021831
"HLA-E" 1664.09598861142 1383.69439000061 989.575806571746 1168.63603390252 1827.30376369247 1318.1802697584 1445.81781898514 1569.69109873524 1746.53061966413 1604.84552051784 1202.85585954562 1279.28733104455 1255.64856410189 1246.90709868573 1058.54835457649 1079.67195657693 1031.59406137932 1157.13778400058 972.42309844847 2055.75252549137 2051.0135584612 688.598706748201 1768.12043386833 1221.93917590671 1446.88907934524 1955.02514384526 1863.42739531956 1655.28440851278 1283.07358237156 1399.08082998568 1910.28125570108 2097.90420317134 1240.06037255718 1164.73485154385 1074.85894868019 1455.41615829465 1259.44306268878 1249.99073676749 1006.08482606674
"HLA-G" 918.935345719646 1215.32458800472 781.920215691572 859.953236081619 1197.75954832492 1125.7361843597 1173.15725347058 1201.77864237415 1399.42227006716 1190.94986165865 1120.35135324446 1250.71974967043 1074.85894868019 1086.26983817341 939.697224855734 822.797177822878 822.797177822878 1102.8443799658 500.2005489685 1082.17136946811 1130.308643004 1278.09819984142 1186.02317673475 1091.37693520309 1241.24549381524 1325.01034958019 1862.30696260632 1569.69109873524 1342.44201538688 1408.90863327465 1359.03077207947 1421.47509876744 1173.15725347058 1112.43943472105 773.527427176725 910.119788804231 964.794574645091 1208.0674702741 1125.30361887902
