"SYMBOL" "CA81406_BC.11_" "CA81425_.6_XXX" "CA81425_BC.12_" "CA81425_BC.17_" "CA81425_XXXXX" "CA81426_.7_XXX" "CA81426_BC.13_" "CA81426_BC.18_" "CA81426_XXXXX" "CA81426_XXXXX" "CA81428_.8_XXX" "CA81428_BC.1_P" "CA81428_BC.14_" "CA81428_XXXXX" "CA81429_.9_XXX" "CA81429_BC.15_" "CA81429_BC.20_" "CA81429_BC.3_X" "CA81429_XXXXX" "CA81435_BC.16_" "CA81436_BC.21_" "CA81436_XXXXX" "CA81437_XXXXX" "CA81438_BC.23_" "CA81438_XXXXX" "CA81438_XXXXX" "CA81439_BC.22_" "CA81439_XXXXX" "CA81439_XXXX" "CA81440_XXXXX" "CA81637_XXXXX" "CA81637_XXXX" "CA81641_SSo8_f" "CA81647_SSu8_f" "CA81649_ST16_f" "CA81665_SSu16_" "CA81667_XXXXX" "CA81668_SSo16_" "CA81669_SSo16."
"CCR3" 2561.94461981467 3370.65677289694 2301.11112323084 2221.28650851408 2476.83810483781 3260.22581991531 2788.84644454705 1730.33336859741 2622.16335781511 1317.71522475742 3409.48578726495 3480.07313193317 2223.35588858333 1978.58689602359 3879.14485872841 3456.60718439927 3103.80424837538 3289.85614178541 1969.22020018557 2750.53794392362 2481.47635853466 1901.41421454014 3563.97271767506 3052.54689124991 3563.97271767506 1712.93165344921 965.609294333013 1257.16797216207 1922.0857982401 2190.15614179414 2098.97637803918 1562.3160686718 2123.4778396401 2377.54295279322 3066.71883591734 3496.90734270256 3533.2492748463 3601.25529864248 2775.53004251983
"CCR4" 1008.3179272306 1572.83860530302 1673.14885320666 1397.84229097963 871.067891651688 1464.42920642266 1320.28550501922 1330.63691403628 1261.36535900295 1209.72418553222 1878.7097278905 1839.22221678623 2001.89453022679 2139.21421955598 1786.27171032747 1553.88923804809 1662.82737455166 1518.53630922734 1590.02149889929 1581.92993428356 1430.03149520854 1476.13107402998 1179.10170309456 2229.67239316539 3193.94892458089 1253.40037025539 824.374385689675 891.682668643195 1230.10569911217 1464.72012671739 1134.79938766426 1129.57078552533 1499.60567240458 1372.46373033088 1413.77972245904 1556.66862358013 1743.22708824335 1597.53194340337 1483.44865417334
"CCR5" 371.899454846239 188.546156391174 431.950374662496 570.245351209091 89.1999761999129 127.618674818186 272.953511098095 272.953511098095 121.834330102876 826.33458618421 317.906459886658 478.023960584659 336.04483820814 307.523595942532 795.220388454474 944.819214891 1000.50128424759 632.532242034796 992.725428259208 745.575502544196 405.162476448857 955.97525761973 810.744879274505 1804.26835883138 2030.62831664889 98.6120512197747 585.930549819051 860.93746900639 240.901528680088 171.170022333627 809.05406234693 807.860287663236 143.956300712021 89.1999761999129 818.573973667239 578.433733540863 171.170022333627 143.956300712021 365.472191129737
"CCR6" 2850.89190481805 2823.47305443123 4629.20301360388 3553.4881795338 2761.76290404056 2519.78107228277 3800.26879326652 3115.26835428274 3409.48578726495 3936.97815085418 1598.80427107182 2646.6679768737 2361.64151690509 2924.38661121783 2424.50066067068 2699.56515482113 3533.2492748463 2328.22634543657 3289.85614178541 3696.99136631145 2829.65015512172 2802.30692657471 2721.00360911703 3980.63919732689 14172.5792706501 3239.74296582767 860.93746900639 1288.04092329544 2054.86042399335 1394.30262899912 2807.78499322382 3409.48578726495 1151.96971706518 1342.04913070337 1347.72396403898 1289.39391307418 2313.04895236333 1222.35960551729 1102.26229298139
"CCR7" 1417.27801427897 1482.75903177724 1813.17750359564 1229.04071364193 1661.9083348341 1819.26523406644 1263.84032464751 1238.57230693049 2283.61551218351 1345.12245916195 1024.21098287208 1148.32625391777 962.420280307401 923.31214655666 1466.51609154537 1466.51609154537 1555.68284668547 1440.94219190035 1453.26585663586 1368.01013962319 1796.76577389215 1899.79341606277 1109.80475310322 2264.60652280056 2563.85271078408 1780.62813029274 827.50107277061 1028.9815559807 1407.78404853549 307.523595942532 1030.68558008577 1368.01013962319 1027.02247564359 1244.88602932886 1187.49324441387 1277.47818866524 1451.5981022639 1156.79878010857 1157.13778400058
"CCR8" 1468.36251623033 1308.08587200227 1369.74077415947 1205.81580357455 765.372754038426 1343.08211043256 1612.84126208196 1697.64632089258 1304.41734528022 1412.28571752636 951.635812581246 1065.18913340507 835.798971935965 606.054966111587 1416.94852185716 1596.64174277596 1511.12518371064 1308.80175544256 1411.89627746031 1030.68558008577 1573.69992474186 1826.61171497722 894.089310556571 2721.00360911703 2199.35911654867 1038.70020806695 371.899454846239 1154.8491573083 1229.33938913914 1233.37435963211 938.994231525043 903.829345351539 754.343180586792 1559.27987889088 1049.99727946582 688.598706748201 1265.6577890348 1064.26531414755 1002.23172445137
"CCR9" 1647.7250985666 1495.30067870574 1526.00589764173 1394.64249731046 1058.06156584656 1307.32927865295 1403.01146239414 1268.57401090376 1645.58630175773 1300.92497399991 1341.65310997105 1304.82319273788 1342.80691371457 1350.75930923019 1527.17029757077 1638.35645237098 1599.17658606379 1295.18626867748 1523.5741083655 1566.59102609237 1786.27171032747 1878.7097278905 1303.80929688202 2283.61551218351 2559.5817684094 1162.68759171626 783.420720691452 1368.98555991122 1608.4851384528 1308.80175544256 1328.44894051615 1264.16167540861 751.534211709942 1596.64174277596 1249.40209207765 1465.09149157981 1571.64955997174 1549.89578960286 1150.48976577044
"CCRL2" 1167.84315562855 1022.26099139081 1201.77864237415 1042.06187337063 398.199343943472 114.225186460972 711.109705746949 317.906459886658 696.968395328107 892.373423260374 566.535271289286 829.770957488438 912.423403346475 828.697855570073 1133.14023130246 1047.01561437209 1322.65655889135 910.933912834581 1254.28862000278 1184.23888197746 720.441101970999 556.811844001545 1023.67944115838 1893.92970521525 2421.36180379341 1150.18787773574 726.96779275706 933.888570164956 1964.37507524318 979.784473931532 1000.50128424759 1024.76156042403 371.899454846239 802.001285506331 999.829154855669 912.423403346475 977.177115041203 589.114163966344 549.684067447077
"CD14" 411.295316177795 1075.73043394082 1150.48976577044 1174.71061875012 1304.09098798119 1098.13444087094 884.632093471187 868.42448791286 1420.81118166796 1116.39205962588 1327.18478017263 1359.61995528544 1273.10051138257 1241.24549381524 1396.62758135477 1551.7621867126 1426.29591510134 1325.31521443936 1421.47509876744 282.029571317162 1569.69109873524 1478.15582009368 807.860287663236 1906.98735520231 2401.68177987039 1084.02645388865 779.303816234686 606.054966111587 1065.59719444465 806.443138087608 795.220388454474 804.52507734133 889.9530218304 1127.12996787889 1704.30684978014 1361.67429715818 1313.52459353511 1321.9774029337 662.628256524649
"CD151" 920.065017164084 1176.93456464141 1715.14078936662 1754.14768901986 1450.42532229805 1431.98324781542 1272.22429001834 1867.84189401223 1418.82333649969 2241.8409299136 1541.96534186081 1468.69140311452 1409.40445160266 1746.20975320185 1408.44124068706 1329.64009113935 1150.93920985893 1650.28573684826 1256.81369216174 1892.05498908274 1636.10408453076 1658.2672047068 1735.05712784841 1011.376021583 1093.51828464187 1703.76698447446 3149.75901257376 1986.57342279398 1715.14078936662 1490.45965647419 1667.15375945349 1913.83999261978 2340.42091821097 1476.80547340704 909.184210179509 1471.29021383693 1225.24651647039 1322.94733767537 1540.75825771976
"CD19" 2204.74517075254 1441.25902112864 1206.25589887788 1482.44576780795 1889.24751786843 1318.90529192401 1187.85062030198 1146.72476886872 1919.89085903818 1173.46436128544 1376.66166611301 1426.62739355405 1234.51446589938 1317.37996548608 1720.79188564479 1677.80254916496 2105.27142867683 1676.03684296668 2010.63941169477 975.398430916043 1742.35698970023 1377.71363197524 947.613716048962 2153.0902167411 2475.12499903205 1636.10408453076 1065.59719444465 1211.93381958789 1626.42398767883 1173.46436128544 855.291426211107 880.279350186815 1126.2398290726 1700.1282897649 2413.02920964816 1898.43910338788 1890.37390339694 1873.11818202775 1455.41615829465
"CD2" 1370.14058381089 1492.34989042547 1221.93917590671 1117.67714368289 2264.60652280056 1799.87222097738 1379.04897331235 1110.46903409688 2279.75245543521 1111.21197152716 1947.51277827331 1943.84298095164 1559.27987889088 1378.04429034238 1882.78206955829 1977.91103173584 1943.84298095164 2066.15430987094 1868.3554424655 1046.45465787493 1938.3977638717 2121.29863178154 963.618045859278 2132.9655830171 2074.05935626277 1275.64271066827 961.233014198662 713.0280467341 2042.41827160128 1382.23220532632 826.33458618421 918.935345719646 1409.40445160266 2056.51710275592 2089.73174896107 1810.32724817275 2074.86954071575 2206.23138932435 1722.95932294005
"CD247" 1355.29145010756 1095.01209578827 1064.71546621971 1119.62081741603 1383.38450928254 1059.06688849998 1034.79873699868 876.539829420952 1148.77504431074 1096.91710877288 1092.27023869653 966.914943577005 1183.90531041586 1207.29223753789 1320.28550501922 1472.756680257 1467.48408268886 1035.72886974923 1449.75658656703 674.138747420431 1553.14718078222 1211.93381958789 866.863310354194 1996.13416654272 2291.88474647539 1071.72486706026 1031.15573116765 859.953236081619 959.705865779277 864.780829578861 817.552081081747 851.561121415248 903.050317089248 1184.23888197746 2111.14030893066 1404.99255379521 1260.95417877709 1281.01855917348 1034.79873699868
"CD27" 2050.25894933812 1320.5865697734 1970.68894939433 2348.60817894673 1841.21503123306 1525.16562717534 1638.35645237098 1483.84337009989 1770.7297929474 1854.2292876381 1749.83575091616 1420.45421246089 1742.71142132255 1819.81742974931 2069.82871437531 2028.58565587343 2850.89190481805 1705.13571618414 2775.53004251983 1375.71247566832 2124.1515880098 1653.32834164305 973.224339012535 2386.9746458197 3820.64448184504 1679.85784636179 1186.3248811834 1533.49681804667 1453.9899568447 1872.38909241703 930.197354493145 953.873714657906 1189.78051172337 1446.88907934524 2602.31142050521 1681.80249941554 1690.65661477356 1536.28876165428 1164.73485154385
"CD3D" 1878.23872128591 1220.67132013523 1251.69649100568 1383.38450928254 1395.35520063352 1392.85345856871 1302.43892066375 1242.42251435359 1365.36104743021 1271.46830111061 1692.39797783874 1558.20163043421 1731.90905483161 1939.92696248951 1621.04155098604 1786.66568423074 1539.05385429174 1536.72588731623 1699.6932542694 1172.75084082441 1692.93831963289 1339.71036018309 1074.85894868019 2331.00952309544 2775.53004251983 1339.71036018309 911.725424039315 866.863310354194 1195.09845682018 1721.56813472963 1088.33559758155 1078.38668433636 1426.29591510134 1627.74361427178 2275.6782586251 1541.16211850026 1746.53061966413 1536.04495800948 1154.1247660921
"CD3E" 1338.84848398503 1154.8491573083 656.569255700013 759.21175503752 1200.7242386323 1558.5381294672 1172.4822968674 978.730537985875 1626.92363202982 1268.26632439034 1193.98981559151 1215.72978377683 1241.78780194956 1202.85585954562 1502.28881788054 1918.4855072342 1768.12043386833 1636.52052882234 1695.43539001193 1044.37054128398 1528.80507375794 1907.55727856333 975.946441464847 1959.01381646601 2455.27903759241 951.635812581246 745.575502544196 597.465474140217 871.067891651688 826.33458618421 934.556126525593 950.084962111419 1176.93456464141 1292.93619630362 1915.786232112 1234.94318237818 1254.90446218599 1388.24782509216 1228.31293953886
"CD3G" 1580.80364080965 1313.1886194462 1013.35995885429 957.796654145846 1956.20168492816 1768.50255478222 1734.1304245853 1227.55589360268 1839.77465525106 1436.25997715992 1720.79188564479 1578.58592783474 1643.08855343031 1587.76149496018 1829.82652258729 2072.40778202026 1879.87112073612 1835.86018623979 1792.48299820078 973.224339012535 1843.32927069716 3153.78677643348 1126.7512856701 1961.82554077603 2482.93205177452 1051.46330302306 806.443138087608 664.938138756844 1082.17136946811 1195.49208951953 997.784300044539 999.326738836502 1145.51491517331 1487.55253914121 2165.7440827453 1392.5989402285 1485.24487877352 1545.60279392745 1474.36506144294
"CD4" 5809.82938871621 8314.39196243855 8002.85056330919 7691.63315212537 9543.28493932225 8002.85056330919 9657.49368587389 5931.64622829874 9073.73700173833 2268.2932529101 9073.73700173833 9413.25491447008 8314.39196243855 4016.91155166507 9657.49368587389 10630.3732258732 7803.10592415635 9197.1439168632 4791.73195104525 5049.70027031994 4384.78066254325 4285.19425924436 8215.74945067183 5602.23617606964 3251.14005896305 2988.87085045545 928.557203268892 1387.89878121218 6387.32586462233 7803.10592415635 4129.77017962035 2965.75832791209 4195.53201517564 5854.14041943258 6713.88316726967 5931.64622829874 6913.77916846047 7912.9206498187 6713.88316726967
"CD40" 1637.24048165668 1726.27822291377 1551.41154271018 1431.20419382162 2019.21789688931 1991.57719406421 1709.15004154191 1314.51446809258 2096.48410230812 1689.77266447508 1988.3253805493 2117.13131672872 1671.19043672972 2132.9655830171 2303.55250817445 2927.16478027665 2472.1203795174 2433.27225612298 2338.16108099448 1163.93852396717 2413.02920964816 1854.2292876381 1263.04086316618 1913.83999261978 2807.78499322382 1286.77978949492 669.736289942427 763.821005625215 1667.15375945349 1749.24728417728 1087.78803250516 1139.30015055759 1492.34989042547 1805.54062247584 2408.08018690234 1979.17712312312 1979.81983861854 1937.79387151595 1666.00906144915
"CD40LG" 2997.57795409511 1818.47372543573 2024.63771550792 2078.03829258903 1924.4257990324 2210.9249778222 1520.77932790156 2010.63941169477 1757.6979466991 1527.17029757077 2486.98981342579 2555.84220588252 2557.80870413351 2409.55425116955 2574.48407496305 2482.93205177452 2506.92535946567 2440.83544369174 2937.51611793161 2449.01325852588 2804.86168564712 1298.16502170699 1523.97795553571 3103.80424837538 2058.28307284208 2232.63377385697 699.067429051339 1586.77626211313 1973.53234242298 3005.9834435089 2488.34636318928 1866.06553209547 1471.65251840491 2485.32294352478 3013.38390611778 2646.6679768737 2236.36074730233 2185.87599306232 2153.0902167411
"CD44" 2094.76486008209 1335.17459416753 1532.01061397783 2059.66771816588 1701.40900580715 2970.36654073509 2442.25162923362 4176.4035220218 2695.06714602497 7691.63315212537 1754.59662221728 2024.63771550792 1148.32625391777 1249.40209207765 1587.76149496018 1061.58866839007 1378.35668692106 2422.73630587473 1635.8072375221 2603.86684621754 1872.38909241703 1731.90905483161 2614.4504490238 2799.56678621515 1109.41818360461 4522.16682674863 4629.20301360388 8411.75813953009 2497.83363831152 3865.30849403746 3013.38390611778 3302.4000989771 3317.03644199803 3811.44649163619 2896.32361844578 3800.26879326652 2094.76486008209 3289.85614178541 4998.3639548476
"CD47" 1977.91103173584 307.523595942532 260.16302252866 307.523595942532 855.291426211107 913.443537058625 797.598764088541 933.1451842873 1011.78731519664 1051.46330302306 1486.3226992459 1754.59662221728 1374.77718516337 1345.43788911839 1664.61979314861 1569.31814965335 1498.26033919152 1542.83125591717 1490.45965647419 1291.0767253072 1760.86338777239 1462.15385157701 1319.98246536741 1805.54062247584 1905.77444391314 1284.74264570928 1273.10051138257 783.420720691452 1808.58046592119 1762.66121923102 1373.31077123754 1463.47992896675 1024.76156042403 1319.7294998511 1614.9182781796 1172.75084082441 1103.65115316519 1126.2398290726 1218.94335696732
"CD52" 13859.3341759951 10920.617956528 11596.1029313887 10920.617956528 14002.8722253911 10494.9665502814 10494.9665502814 11291.499656679 13050.7895269631 15077.4480781971 12507.6390085333 13428.2052972658 14002.8722253911 15599.0953722962 13050.7895269631 15599.0953722962 14002.8722253911 13428.2052972658 14883.3933781988 16880.446084146 17867.7167960527 2034.46240644072 16880.446084146 16242.2564745889 18752.9895181066 14883.3933781988 14434.1538790553 15077.4480781971 14434.1538790553 13681.4718956738 17867.7167960527 18752.9895181066 16242.2564745889 13681.4718956738 18276.6130330982 12861.5251657712 14883.3933781988 11596.1029313887 10494.9665502814
"CD53" 1374.49007389332 1163.1653181364 1703.26923514764 1877.7291341394 1275.37214969506 1446.88907934524 1772.88304727302 1853.6593995522 1410.07458490558 2903.46471053724 1133.58883078156 1083.54565575135 1194.34025619829 1749.24728417728 1154.47302590976 1217.13341646654 1362.87287350533 1357.49876833688 1319.7294998511 2012.57088256682 1991.57719406421 4089.25126536397 1963.05265541739 935.372238945846 1243.7825578733 2357.95300947636 9311.82929500013 2870.11106761832 2240.42012398571 2052.66247614057 2068.01362078642 2120.14174731508 1383.69439000061 1646.62534061745 1350.25659054003 1780.62813029274 1735.53314731738 1727.10115819187 1712.93165344921
"CD58" 1334.3594643992 1837.85401433281 1167.18312345528 1470.59036745837 1205.81580357455 2267.10121989339 971.876955987706 1689.43834530804 1147.09418424993 1743.69454332035 1535.38321407658 1284.74264570928 837.038311199679 931.597450803778 1597.53194340337 1245.57108240102 1099.02163137032 1957.63763524175 1114.13989991204 1263.04086316618 1313.52459353511 1901.91052276014 1516.15015032137 1255.3081440645 1132.58468782617 1771.61512682521 3788.10424030654 2272.34471182802 1611.7245101477 1269.58083301145 1623.32340600637 1833.3441817698 1762.19428152809 2089.01535030556 1349.65606632275 2687.78485834777 2501.13327049793 2708.07982173641 2965.75832791209
"CD63" 2239.1519663602 2017.13534399433 1545.18381509197 2107.29340586874 1704.79616168199 2440.83544369174 1555.68284668547 1948.07876151115 2201.69533543063 1963.64007421415 1962.40560384433 2110.51132919044 1569.01363615359 1370.14058381089 2017.98581570826 1456.12200990777 1300.66417599283 2366.49772154163 1555.68284668547 2341.86157877488 2236.36074730233 1445.16258510162 2096.48410230812 1516.15015032137 944.819214891 2391.95117038195 3317.03644199803 3139.00995796117 1794.52550150667 2382.4029569132 2465.13763299947 2199.35911654867 2382.4029569132 2424.50066067068 1488.49974317042 2341.86157877488 2328.22634543657 2488.34636318928 3024.41193679917
"CD70" 11596.1029313887 11977.1579852313 10771.7356905232 10038.3613910778 14434.1538790553 12507.6390085333 12682.2172660661 10038.3613910778 11977.1579852313 3182.56150833892 10494.9665502814 10771.7356905232 11118.4597053993 9413.25491447008 11977.1579852313 12341.6590978719 8759.26974797116 11799.4338129513 9311.82929500013 12185.645451575 10630.3732258732 11118.4597053993 15313.2713773723 13859.3341759951 2204.74517075254 7691.63315212537 1449.40732176746 7344.73581363841 11596.1029313887 11118.4597053993 12861.5251657712 13267.3575244334 10192.736773892 9657.49368587389 11977.1579852313 11977.1579852313 12682.2172660661 11977.1579852313 10038.3613910778
"CD74" 2642.31371373752 2438.80608060159 2681.57023669868 3392.48381996492 2120.14174731508 2876.96649717325 2193.92860347258 2528.5286084217 2029.18988273233 2945.70307098117 2899.46986101248 2772.73702991888 2659.08000394472 2937.51611793161 3149.75901257376 3277.15388105315 3049.22860197866 3417.82270062609 3774.27941281624 2616.44578753076 2282.44382697008 1180.97602840633 2244.64010011265 1835.18800085693 1522.07537183191 2690.8701673926 8314.39196243855 4653.65153113947 2440.83544369174 4558.74207665219 2786.66440518525 2438.80608060159 2398.81024494023 2731.90798640673 3225.83384759102 3153.78677643348 2628.29013237536 2460.63883765678 2783.99495684709
"CD79A" 1818.47372543573 1414.47924845414 1183.57070011646 1356.85201292108 1563.44010343404 1313.81146370106 1481.03862027808 1294.64321032874 1431.57468734593 1522.7910247072 1253.40037025539 1092.72406433664 1289.96665704902 1480.5956928375 1569.69109873524 1730.33336859741 1800.43680414678 1344.14856113351 1923.17766539863 1338.84848398503 1632.84878600454 1420.81118166796 1320.5865697734 2159.16575893412 3225.83384759102 1540.42828166428 1143.89245404256 1017.86254127194 1299.21111563875 1242.42251435359 1271.1854275366 1424.03438704612 1161.18267373357 1278.47201821442 2147.09390762721 1746.20975320185 1510.64480316155 1507.87997100959 1092.27023869653
"CD79B" 1480.2383219231 1820.34259639713 1252.60010583462 1313.81146370106 1723.86113678659 2001.13344397531 1492.34989042547 1427.23136677334 1679.85784636179 1666.00906144915 1727.55027892634 1744.2097975287 1513.02100233595 1528.40511628914 2267.10121989339 2478.16203736574 2222.6171090275 2276.59205827446 2099.90556643949 1192.0860461469 2237.99158352355 1608.4851384528 1797.78596149213 2295.86646745521 3936.97815085418 1364.76140976336 1167.84315562855 1124.50157710187 1698.61145954319 1169.69977220386 1374.77718516337 1490.07625572042 1795.11994519302 2015.64309850961 2778.60588800517 2165.7440827453 2200.52284237639 2194.99639574334 1942.37323222228
"CD80" 1253.03134446816 622.4965157275 1063.03224482484 1005.09456181429 597.465474140217 732.141852510118 2136.81886789494 1893.92970521525 931.597450803778 2403.26452442391 861.829221128245 747.221964457813 994.263987209161 1013.35995885429 1025.82046086784 1075.34491742174 1265.05107496238 850.544923995236 1239.71807567523 1052.9555144793 868.42448791286 1131.04227949822 1118.43068280571 1836.53309942365 2194.99639574334 975.398430916043 1150.93920985893 963.618045859278 639.497619768363 886.161707342756 1141.47544957537 1168.63603390252 711.109705746949 355.648824839632 1683.70181775055 1088.74437577176 826.33458618421 709.512563189066 793.61355639696
"CD81" 1640.04371109558 1730.88644038515 2083.87821474216 2089.73174896107 1083.54565575135 1996.13416654272 2050.25894933812 2227.5214497975 1582.41592921058 1741.59160967735 1769.69906239355 1498.64954846928 1462.90098763144 1267.28608336851 1533.1152917505 1351.42665803515 1346.693659683 1741.59160967735 1308.80175544256 2117.13131672872 2089.01535030556 2175.31479521148 1884.89065313593 1382.52930991698 1140.10657075887 2228.77886516092 3737.79142718643 2367.8489660941 1597.53194340337 2012.57088256682 1888.6878032355 1899.10987637917 2847.12528238066 2160.1491135184 1172.75084082441 1975.95680228 1897.85875040164 1922.0857982401 1923.17766539863
"CD82" 1468.00887036659 1220.27822747855 1461.68878111661 2088.31927505407 1115.38618444345 1399.08082998568 1523.97795553571 2079.45302198173 1326.39197576978 2591.01405289485 1359.03077207947 1464.06615823618 1092.27023869653 1417.55051881837 1245.57108240102 984.136032581589 1394.64249731046 1617.29999898589 1293.31067908007 1617.29999898589 1476.42636911983 1065.18913340507 1668.15937819573 1120.80275341393 1278.09819984142 1922.58131075832 4285.19425924436 1992.25918656699 1574.19884976884 1601.97399254066 1832.91380279722 1748.96076682306 1697.64632089258 1586.77626211313 1098.13444087094 1448.29629364861 1526.46619778692 1443.79559017317 1336.89902915608
"CD86" 1796.76577389215 776.355448759495 1174.00084114299 1400.22116701695 941.811999377109 1328.84905438797 3115.26835428274 2715.83864186638 1153.85940803935 3384.08293498152 1715.68244121226 1811.9240950003 1539.4546085208 1734.65927509239 1810.83246232035 1892.05498908274 2152.33816886186 1827.99394134622 1973.53234242298 1428.95672686243 1705.13571618414 504.432731608957 1689.43834530804 2663.96009450648 3480.07313193317 1376.9357013041 1098.13444087094 1003.90987377625 1364.39514782041 1721.15267959505 1915.19843144889 1868.3554424655 965.609294333013 886.161707342756 2409.55425116955 1849.07168020283 1059.06688849998 980.788092260062 1813.17750359564
"CD9" 1544.53801166317 1730.33336859741 2557.80870413351 3043.30887067076 1663.29584641013 1718.01895348368 2101.53441647092 2118.20033946008 2010.63941169477 3170.14112038756 1928.64001606937 1885.96637785124 1608.4851384528 2016.30543944791 1959.60442223864 1516.15015032137 1591.63820319529 2141.51068184783 1467.16003282051 2076.21646626654 1905.77444391314 1917.83166939344 2235.34419776832 1368.01013962319 1614.18344801602 2341.86157877488 9197.1439168632 2476.83810483781 2027.5946899188 1852.75141309725 2154.11787384378 2357.95300947636 1722.95932294005 1872.38909241703 1506.03164766535 2081.43389095864 1886.72685292817 1764.18519029114 1497.60671940526
"CDA" 1641.27329451327 3005.9834435089 1963.05265541739 2021.47250628404 3153.78677643348 3129.42526676071 1390.87275221912 1462.15385157701 2726.07264387799 1301.68427726331 5436.74825271109 5143.64263101068 3456.60718439927 2017.13534399433 4162.59411220094 2742.67610681623 1417.27801427897 5143.64263101068 1343.08211043256 1363.68325451813 1377.32754371731 1191.30586830729 1967.86043559081 1531.7177167957 1317.71522475742 1627.37134937772 2016.30543944791 1793.94222077873 1881.78638529499 2298.63511128763 1503.67068823077 1583.42132451426 1855.32026048642 2239.1519663602 1566.99296550929 2001.13344397531 2401.68177987039 2883.63176926135 3115.26835428274
"CDC16" 1351.05006077752 1504.38273193085 1894.4442234389 1760.86338777239 1202.58877966414 1507.09906754278 1669.94880292027 1568.1794351572 1461.28973723955 1799.87222097738 1413.77972245904 1309.16859303755 1365.78747641834 1475.20377185902 1722.95932294005 1739.57474786356 1885.49609478779 1445.53717266911 1777.31130876682 1223.44774550125 1466.8565461316 1370.14058381089 1297.73592866169 2355.15886412364 5049.70027031994 1422.59941457177 985.940117065547 1059.06688849998 1174.00084114299 1790.81590880538 1158.01553148766 1248.26003546185 1195.49208951953 1415.23655152152 1920.40677056484 1734.1304245853 1534.27225919395 1518.53630922734 1376.06666618868
"CDC20" 7167.34993400336 5931.64622829874 4539.48199601137 7344.73581363841 4767.61107068391 5641.8634656471 4718.10134599937 7057.93520355217 4878.91029776943 9543.28493932225 4814.83477386203 4584.21069621644 4584.21069621644 7803.10592415635 5885.71359050106 6268.13301013406 7423.17177925747 5173.64712082504 7691.63315212537 6713.88316726967 10920.617956528 5765.149961093 6594.50744545375 8215.74945067183 14002.8722253911 5570.12802480789 1593.41899819142 6547.5525806601 7283.10763670989 5602.23617606964 8623.06579400443 10192.736773892 8623.06579400443 7480.13112574203 7283.10763670989 8115.82095509499 8002.85056330919 7283.10763670989 5885.71359050106
"CDC23" 1036.09515188693 964.794574645091 795.220388454474 739.5747426403 603.368233758357 1041.50656291082 1043.78171160773 895.692176181837 776.355448759495 559.896488346471 853.268902920141 740.815415637951 871.067891651688 889.9530218304 1042.66888552981 1078.04550201682 1130.71572496436 881.157637106106 1138.77047826876 1333.31959637676 797.598764088541 1215.72978377683 954.649217403044 2053.30956703199 2538.55957064284 1039.25923990217 895.692176181837 998.540288132392 575.528243007313 865.801697125851 1073.05889364305 1134.39583119949 641.140803538384 1159.36107507013 1538.79856304087 1295.57041524499 1074.85894868019 1052.43346450597 1291.55596328824
"CDC25A" 1135.59498907526 1152.34554920863 1179.92407101736 1164.31829241497 725.318164298203 1182.56908111162 1152.34554920863 1049.99727946582 1097.76604803117 1221.68885111369 985.445848734254 1012.72463940316 1039.87666728756 1179.10170309456 1216.18619411767 1296.29969289034 1350.47877515249 997.223326844197 1360.25207224304 1467.48408268886 1213.06761710466 787.044781905394 1022.26099139081 2056.51710275592 2589.24865659946 1007.4283313978 804.52507734133 944.819214891 559.896488346471 664.938138756844 1020.7230439706 1034.17058143108 1374.49007389332 1037.68471883469 1419.48794851411 1580.42028907629 1218.94335696732 1164.73485154385 1163.93852396717
"CDC25B" 1114.13989991204 1494.98752630939 2057.28039260082 2028.58565587343 2114.10001268096 1222.35960551729 1687.63691115679 1769.2921249443 1803.24721376961 2228.77886516092 1405.34419598101 1555.00062190815 1283.44801330909 1258.08723509272 1414.47924845414 1408.44124068706 1246.21898380356 1930.0541430263 1360.6190869676 1676.40054879213 1627.37134937772 1533.49681804667 1322.94733767537 1141.98698785439 1177.989346409 1757.6979466991 2836.06587326284 2424.50066067068 1170.10108718184 2216.78841619058 1666.36164880467 1522.7910247072 2173.11824793448 1517.33250040311 1376.66166611301 1521.20205467059 1275.03584076157 1193.71473585991 1167.84315562855
"CDC25C" 1132.26179656539 1575.09141222773 1408.44124068706 1408.44124068706 854.124215202987 1470.19978487562 1285.15077377544 1170.47385497344 1362.01244449717 1338.52487646221 1606.85576027763 1395.65011094937 1565.08622036246 1606.08184807936 1627.37134937772 1597.05363369998 1535.73035070739 1396.62758135477 1504.38273193085 1303.07870340808 1462.15385157701 1392.25664851833 1160.23003449775 2124.1515880098 3043.30887067076 1247.92554180786 556.811844001545 905.147602929169 1083.01421152889 1336.48565828976 1061.58866839007 1091.82125322159 1482.44576780795 1448.05036124195 1449.75658656703 1682.68237738473 1491.62702746674 1599.17658606379 1506.72801631228
"CDC26" 109.570098277259 850.544923995236 1093.51828464187 1008.89555499259 570.245351209091 1023.11087898748 2003.10353559854 1938.3977638717 821.858837476317 3260.22581991531 537.668025112839 730.622779396263 756.037203784885 1110.88555732824 728.782988411459 757.571172487831 995.561381377936 955.277911886216 975.946441464847 1479.1952193712 564.106395282149 1329.64009113935 1188.29251235253 473.421041503057 449.261738545732 1327.18478017263 3442.09666882733 1578.58592783474 1037.68471883469 983.566980030136 1459.3237953827 1465.38744905234 1402.04537201801 1087.2401672621 696.968395328107 728.782988411459 720.441101970999 714.968454045099 1060.24360601479
